0_000_00_Ref Nr,APIS,BUDA RefNR to add to http://purl.bdrc.io/resource/,KDSB Set,KDSB vol,KDSB txt Nr,PP in KDSB,No of folios,Category=Subject (vocabulary) -> for APIS,Category (for team's orientation),Signature: letter indicating category,Signature: number indicating bundle,Drepung catalogue no,provenance and/or catalogue number (if not Drepung),Author's name (generic/as attested in manuscript),Author BDRC/BUDA ID,Author's dates,Title dkar chag KDSB/editorial/attested,Sanskrit title,Commentary on (sDe dge ref),Script,"mss proofread by scribe or later reader, indication on the mss A(bsent), P(resent), TBD (by defautl, to be determined; if blank=TBD)",Transkribus,Etext main txt,Marginal notes,Etext loc/origin,TEI doc w. tagged excerpts,Priority,Status of importance,Remark,Topics of interest (in addition to txt subject),Amount of references to views of Tibetan scholars/Number of names,SB - Author KDSB dkar chag check,SB Author (systematic network research done),Contents marked up (mss or etxt),TEI markup,Colophon marked up in etxt and harvest,Amount of data in colophon,place of composition,place of scribing/copy,Place names in colophons,Date in colophons,Scribe,Owner,dpe cha,Etext input by,"Additional e-text metadata/
comments",Drawings
2_042_01,,MW1PD89084_0AF9EE,2,42,1,11-560,173,Abhidharma,AS,,,,Spo bo spyan drug,dharma smon lam,P3JT13455,12th,chos mngon pa kun las btus pa'i bshad pa shes bya gsal byed,,D4049,,A,,Needed (transkribus candidate),some,,,Core,important,"No signature. Some glosses and some corrections. Colophon author=d+har+ma smon lam. After colophon: lineage of Abhidharmasamuccaya is given, from Shakyamuni up to the Tibetan tradition (yet to be transcribed by TD and imported into APIS). Use of rang lugs/gzhan lugs/rtsod pa structure and addresses other views - kha cig, which are not identified, but some have glosses (not currently legible, see in print version) that could identify them. Ref. to ""kha che ba rnams"". Deals with emergence of dharma, phungp dang khams, sems dang sems byung, bden bzhi. citatiosn of Indian works, Shrigupta, Śākyamitra etc. TD only surveyed the text roughly. As 2_41_01, would be interessant to have the etext for data mining, and initial section should be read more carefuly (P3)",rang lugs/gzahn lugs/rtsod pa; dgos 'brel,(likey to be some),,,ms partially annotated (TD),,,"title, author",,,,,,,,,,
2_043_01,,MW1PD89084_7586F7,2,43,1,11-555,274,Abhidharma,AS,dza,47,16117,,Thar pa lo tsa ba nyi ma rgyal mtshan,P2147,13th?,chos mngon pa kun las btus pa'i de kho na nyid 'byung ba,a b+hi d+har+mma sa muts+tsa ya tat+wa saM *+ha ba,D4049,"dpe, 35/l",A,1,Needed (transkribus candidate),no,,,Core,important,"End of colophon does not appear on image (was cut off). Mentions lineage of Rin chen bzang po etc. References to kha che ye shes dpal, zhi ba 'tsho, rngog lo, bde byed kun dga'. Many kha cig. Notes only for corrections. Gzhan lugs 'god pa/rang lugs 'jog pa/rtsod pa spong ba structure. Discusses sautrantika and cittamatra positions. due to length, etext would be needed for further exploration. TD has only surveyed roughly. Beginning and dgos 'brel to be examined more precisely.",rang lugs/gzahn lugs/rtsod pa; dgos 'brel,,,,some markup on mss (TD),,,"title, author",,,,,,,,,,
2_044_01,,MW1PD89084_B1622A,2,44,1,7-81,38,Abhidharma,AK,dza,30,16102,,bsod nams ye shes,P2639,13th,chos mngon pa mngon mdzod kyi sbyor tig,,,dpe tshugs,,,Needed,a few,,,Core,Minor,"Not directly a commentary on AK, but a commentary on a commentary on AK by mchims entitled ""chos mngon gsal byed rigs pa'i rgya mtsho"" in the form ""sbyor Tik"" (commentary by way of prayogas). Text is the ""essence of the teaching of mchims"" (nam mkha' grags P1060 / blo bzang grags pa 1299-1375, P1298). The 2nd is the author of a commentary on AK called ""chos mngon pa gsal byed legs par bshad pa'i rgya mtsho"", which is very close to the title given in the chapter titles:  / chapter title: chos mngon gsal byed rigs pa'i rgya mtsho. In closing verses, but the first has a student called bsod nams ye shes. The text is described described as ""gzhung don legs bshad snyin gpo bsdus pa"", written without rang bzo and according to commentary.  No sa bcad, but chapters-divisions. Title in dbu can on cover page. Fols 35-36 on the same page. Presentation phrased in format chos can…te…phyir, and pronound ""khyod"" . Some kha cig, snga rabs pa. Citations in Indian texts. Many abbreviations. SB:; sku mched (in colophon) could either indicate that bSod nams ye shes was somehow related to mChims or that he was a ‘spiritual brother’ i.e. they studied together under the same teachers. This mChims seems to be mChims Nam mkha’ grags, as the latter had a student called “bSod nams ye shes”. If this is the case sku mched – instead of indicate that the two were fellow students – suggests that they were related. This makes more sense as here bSod nams ye shes touches the lotus feet of mChims implying a teacher-student relation among the two. In the Thob yig rgya mtsho, in Ngor chen Kun dga’ bzang po’s (1382-1456) gsung ’bum (W11577; vol. 1, 300:2) there is a lineage of the cho ga of the Mind Only method for the generation of bodhicitta (sems tsam lugs kyi sems bskyed kyi cho ga’i brgyud; 299:6); here we find “[…] shar chen po (Sharawa); Gro ston bdud rtsi grags (4th abbot of sNar thang); Sangs rgyas sgom pa (6th abbot of sNar thang); mChims chen po mKhas btsun bSod nams ye shes; [..]”. Between mChims chen po and mKhas btsun bSod nams ye shes there is no shad (although there seems to be some space between mkhas and btsun as if the two would not be part of the same word), but it is unlikely that this is the name of one single person. mChims chen po usually refers to mChims Nam mkha’ grags (which would also be the next in line since he is the 7th abbot of sNar thang and the person that precedes him is the 6th abbot) and btsun bSod nams ye shes seems to refer to the author of this text. Corrections dbu  med and dbu can. ",P5 (chos can te phyir format of presentation),1-2/0,done,done,Colophon (etext) and mss markup complete (TD),,done,"author, place",,,chos grwa chen po dpal snar thang gi gtsug lag khang gi 'khris na yod pa'i mthong smon dgu gling,,Rin chen bzang po,,"Archive images available; recto and verso stored in separate files:
File: S0002341.JOB-A; pages 00000009-00000051
and File: S0002341.JOB-B; pages 00000009-00000044",SB,,
2_044_02,,MW1PD89084_CAFC9B,2,44,2,89-196,58,Abhidharma,AS,dza,52,16133,,Anonymous,,,Chos mngon pa gsal baʼi rgyan,,D4089,,,,Needed later,no,,,Peri,Peri,"some corrections in dbu can and du med. Note in dbu med in another hand on fol. 49a (related?) Some kha cig (who  seem to be part of Vasubandhu's interlocutors). Author only refers to himself as ""bdag"". Closing verse gives title ""chos mngon rin chen mdzod gsal ba'i rgyan. Complete mining post-Transkribus optional, as I don't think much can be found.",,0,,,non-exhaustive markup of mss,,,title,,,,,,,Archive images available,,,
2_044_03,,MW1PD89084_060393,2,44,3,199-214,8,Epistemology,Epistemology,zha,45{1},16463,,gnyag,,,Tshad maʼi spyi skad bsdus pa,,,,,T,Complete,some,"Read only TibSchol complete, crit ed in progress PH",,Core,,"do not work on word file on TibSchol server - other version in progress, will be added shortly; essay on authorship and features in preparation (PH)",def of all basic tshad ma topics,1,,,etxt markup completed on private file with other styles (PH),,,"title, author",,,,,,,Archive images available,PH,,
2_044_04,,MW1PD89084_D02E54,2,44,4,217-247,16,Epistemology,Epistemology,zha,2,16314,,Jnanashri,P3JT13457,13-14 (post-dating Chu mig pa and RT),Rig pa snying po,,,,,T,"Complete. Ff. 1, 2, 15b-16a proofread",no,TibSchol complete > Fukuda,,Core,,"late but of interest for set of definitions
Has no additional notes. One large addition (Hetucakra table) written at the same time as the text.",def of all basic tshad ma topics,10-15/0,,,etxt markup completed (PH),done,,"title, requester (unspecific), author, place",,,dpal ldan gsang phu'i chos grwa,,,,Archive images available; own scans available,"PH, completed with https://tibetan-studies.net/",,"niches: side illuminations (manuscript)
Two miniatures on the left (Mañjuśrī with sword and book) and rigth (lama with debating gesture, Dharmakīrti?) on f. 1b
3 siddham signs at the beginning of the text on 1b ; 3 siddham signs on 2a ; 2 on the recto of the other folios"
2_044_05,,MW1PD89084_9F88DC,2,44,5,253-456,101,Epistemology,Epistemology,zha,21,16376,,Jnanashri,P3JT13457,13-14 (post-dating Chu mig pa and RT),rnam nges tikka blo gsal mgul,,D4211,,,T,Complete. Ff.  proofread 2a and 102b,no,TibSchol complete > Fukuda,,Core,,thal-phyir discussion (P5) of Pvin with extensive ref to Indian commentaries of PV Pvin and PS,,3,,,etxt markup completed (PH),done,,"title, author, place",,,gsang phu ne'u thog ,,,,Archive images available; own scans available,"PH, completed with https://tibetan-studies.net/",,
2_045_01,,MW1PD89084_31D9FB,2,45,1,11-161,76,Epistemology,Epistemology,zha,15,16362,,Chu mig pa seng ge dpal,P8407,1200-1270/1220-1280,rnam rgyal,,,,,T,Complete,,Read-only TibSchol complete,,Core,Very important,"76f/77. Other manuscript: of the same work 3_087_02. Colophon in vol. 45 repeats title ""rigs pa'i de nyid gsal ba"" from verse instead of matching text title in incipit. text conceived (mentally composed) in gSang phu ne'u thog and composed in words (text) in dpal rtse dkar gyi gtsug lag khang (or: composed / written down). rigs pas smra 77a5 ba’i dge’ sbyong sing ha shris gsang phu ne’u thog gi gtsug lag khang du legs par brtsams te // dpal rtse dkar gyi gtsug lag khang du yi ger bkod pa’o // . Mentions of other teachers: lo tsha ba chen po (1xdgag), lo tsha ba (1xdgag), rin chen grags (1xdgag), chos kyi seng ge (8xdgag), brtson 'grus seng ge (8xdgag), 'jam pa'i rdo rje (1xdgag), bdag gyi yongs su 'dzin pa (2xdgag), bsdus pa smra ba; bsdus pa smra ba la mkhas pr grags pa; kun gyi bshes gnyen + 60-70 kha cig.",/,22/6,,,relevant entites located on etext (PH),in progress,,"author, place of composition and of writing",,,gsang phu ne’u thog gi gtsug lag khang + dpal rtse dkar gyi gtsug lag khang,,,,,PH,,
2_045_02,,MW1PD89084_80F3EB,2,45,2,165-181,9,Epistemology,Epistemology,zha,2,16315,,sangs rgyas rgyal mtshan,,mid 14h?,Tshad ma'i mtshan nyid bsdus pa rigs pa'i sgo 'byed,,,,,,"Needed later
Partial. f1 and 9 proofread",,TibSchol incomplete,,Peri,Secondary,"work requested by mDar btsun pa rin chen bzang po. Organized in 20 topics (not hierarchically arranged) with citations of Indian works and scholars, and of the Rigs gter. Only mentions the rang lugs (no confrontation with alternative views) - to be rechecked",,0,,,"probably all relevant entities already in etext, but will recheck mss",,,"author, requester, place, title",,,dben gnas brag dkar,,,,,PH,,
2_045_03,,MW1PD89084_AB50AC,2,45,3,191-254,32,Epistemology,Epistemology,zha,21,16375?,,Anonymous,,post 1219,Tshad ma rnam ʼgrel leʼu gsum paʼi rnam bshad,,,"bru, 75/l, abb",,1,Needed,,TibSchol incomplete,,Core,Secondary,"cites the rigs gter; many unidentified kha cig. The ’Bras spungs dkar chag reports 106 folios. Last folio number: 106. In the KDSB 32 folios are printed, starting with a cover page with the
signature and on the verso (?), a portion of text that does not seem to represent the beginning of the work. The second available folio is numbered “76.” Authorship ’Bras spungs dkar chag: ye shes dpal te chos kyi ye shes min nam snyam brtag/. No author’s name is found in the manuscript. Kind of summary, ref. to PVin and PVinT, but also to PV and Devendrabudhi's. Only covers yul kyi mtshan nyid and yul kyi dbye ba. commentary",,many/0,,,,,,"(none)
",,,,,,,,PH,,
2_045_04,,MW1PD89084_1F894B,2,45,4,261-525,133,Epistemology,Epistemology,zha,2,16313,,Anonymous,,post 1219,Tshad ma rnam 'grel rnam par 'byed pa,,D4210,"bru, 60/l, abb",,1,Needed (Incomplete),,TibSchol incomplete,,Core,Secondary,"many citations of the rigs gter and confrontation of various Indian commentators, but no nominally identified Tibetan views",,many/0,,,,,,"(none)
",,,,,,,,PH,,
2_046_01,,MW1PD89084_50C90E,2,46,1,7-25,10,Epistemology,Epistemology,zha,45,16469,,Anonymous - probably by Zha lu Rin chen bsod nams ‘phel (14th c.),P2581,14th,thal phreng mdor bsdus pa,,D4211,"bru (dpe tshugs according to cat), 35/l",,2,Optional,no,TibSchol incomplete+Gateway,,Peri,Secondary,"txt of relatively late date; interesting for evolution of thal 'gyur formulation in later period (P5); etext optional. Commentary on the Pramāṇaviniścaya addressing about fourteen points (with mention of words from the corresponding passage of the PVin) in the form of chains arguments by consequence, with abundant use of the pronoun “khyod.” Composed for the benefice of bSod nams rgya mtsho. The work is followed by the addition of a text portion from a Pramāṇaviniścaya commentary by bSam gtan bzang po of sNar thang (maybe bCom ldan ral gri’s student?). Tentative ascription of authorship to Zha lu rin chen bsod nams based on the proximity in ‘Bras spungs catalogue and similarity with work 3_088_07 by Zha lu rin chen bsod nams. Both manuscripts have the same size and layout, same handwriting, and similar system of double numbering of the folios – per work and within a larger collection – as do also further works by Zha lu rin chen, i.e. 4_119_01, 4_119_02 and 4_120_01. The expressions “phreng” and “phreng” present in the title of both 2_046_01 and 3_088_07 are also found in another work on the ASA by the same author (BDRC W3CN3408, phar phyin gyi thal phreg bsdus pa).",,0,,,etxt markup completed (PH),,,"title, addressee (in closing verse)",,,,,,,,PH,,
2_046_02,,MW1PD89084_1850BB,2,46,2,33-115,46,Epistemology,Epistemology,zha,44410,16316,,sangs rgyas bzang po,,post 1219,Legs par bshad pa'i gter mdzod blo gsal yid la dga' ba ster byed,,,"dpe, 70/l abb",,1,Needed (Fragmentary),,TibSchol incomplete,,Core,Secondary,"Multiple kha cig (unidentified). Fourfold typology of snang yul/gzung yul/zhe yul/'jug yul. Mention of those following the Rigs gter and citations of rigs gter, but also of rigs pa'i dbang phyug chos kyi seng ge
Folios 12, 13, 14 and 44 are missing. Division of main topics into 7 pairs",,2 and many unidentified,,,,,,"title, author, place",,,broM (sGrom?) pa rgyang gi gtsug lag bkhang chen po[r nye bar sbyar ba] {could be (s)Grom pa rgyang in gTsang},,,,,PH,,
2_046_03,,MW1PD89084_5FFACC,2,46,3,123-215,47,Epistemology,Epistemology,zha,15,16359,,Anonymous,,post 1219,Tshad ma'i legs bshad dri med bcud kyi bdud rtsi,,,"bru, 70/l, abb",Present,T,Complete,,TibSchol complete  <Fukuda,,Core,Important,"PH : same mss in 3_088_02 (with f. 33 missing in the latter, which is marked as Duplicate); author refers to views of his own bla ma, which could enable identification & 2 sections ascribed to ""bya bral ba rab mchog""; only rNgog Lo, Phya pa and Sa pan (7a.2) explicitly identified, otherwise anonymous views. Seems incomplete, but has annotation of having been proofread.",,3+many anonymous,,,etxt markup completed (PH),done,,(none),,,,,,,image archives of vol 88 available,PH and https://tibetan-studies.net/; input based on vol. 88 by Dr. Thub bstan dga’ ba,,
2_046_04,,MW1PD89084_472F2C,2,46,4,225-399,88,Epistemology,Epistemology,zha,6,16322,,Grags pa rgya mtsho bde legs 'byung gnas,P3JT13458,13th-14th?,Tshad ma rnam par nges pa'i sbyor 'phreng yid bzhin nor bu,,D4211,"dpe tshugs, 75/l, abb",,,Needed (Fragmentary),"some (look like corrections, in dbu med and dbu can)",TibSchol incomplete,,Core,Secondary,"Commentary on Pvin with summary of mngon sum+rjes dpag on the first 5 folios. relatively late; cites RT; extensive use of thal phyir style to explain Pvin (P5). Teaching obtained from 'Jam dbyangs 'od zer mgon po at sGros snying. Lemmas of Pvin probably written in color. Chapter title gives ""don gsal byed kyi me long"" as title (could not locate end of comm on chap. 3).",,,,,In progress (PH),,,place,,,bod kyi rdo rje gdan Gur thang rtsug lag khang chen ( = Gung thang gtsug lag khang?),,,,,PH,,
2_046_05,,MW1PD89084_1EB20C,2,46,5,405-520,63,Epistemology,Epistemology,zha,12 (->15),16358?,,Anonymous,,,Tshad ma rnam nges kyi 'grel ba,,D4211,"bru, 80/l, abb",,,Needed,,TibSchol incomplete,,Core,Important,"Missing folios : 1, 11, 12, 16, 25, 49. No on last folio=64. The KDSB editors report the unclear bundle number to be “12.” There are no texts from this bundle listed in the ’Bras spungs dkar chag. One could rather read “15” and the work might correspond to No. 16358 in bundle 15.",,,,,some markup,,,"owner, scribe",,,,,dkon mchog nor bu,dge ba'i bshes gnyen tshad ma rab bsal,,PH,,
2_047_01,,MW1PD89084_9E1627,2,47,1,11-165,78,Epistemology,Epistemology,zha,31,16412,,gTsang drug pa rDo rje 'od zer,P3JT13459,12th,Rigs pa'i gsal byed sgron ma; Incipit: yang dag rigs pa’i gsal byed ; conclusive verses&colophon: yang dag rigs pa'i gsal byed sgron ma; cover page: tshad ma'i spyi don bsdus pa,saM myag bidya a lo ka ,,"dpe, 80/l",,T,Needed,yes (id of authors mentioned),TibSchol incomplete,,Core,Important,"Discussed in Stoltz 2022. many references to other views, more that 20 names provided in glosses to identify them. Three most-sicted are gTsang nag pa (19times), Dan 'bag pa (16) Phya pa (16), rNgog (13). Details below.
Chap. 1 spyir shes pa dang shes bya tsam gtan la phab pa’i skabs (1-22b3)
Chap 2. tshad ma spyi’i rnam par gzhag pa’i skabs (22b3– 31b8);  
Chap. 3 mngon sum gtan la phab pa’i skabs (31b8-39a4)
Chap .4 rang don rjes dpag gi skabs (39a5–65b5)
Chap. 5 gzhan don rjes su dpag pa’i skabs (65b5-77b9) Self promotion in closing verses. bla ma kha 1 na re 2a3, <bla ma> kha 1 na re 2a8, blo gros chen po kha 1 na re 2a6
chos kyi spyan can dag na re 10b4, slob dpon lha dbang blo na re (22b4-5);slob dpon chos mchog na re (22b6); shag blo 3a.9; dan 6a.3, 8b.3, 10b.4, 10b.7, 12a.9, 16b.3, 19a.7, 21a.6, 37a.2, 39a.8, 41a.6, 41b.7, 44a.2, 46a.2, 48b.6, 51a.7, 56b.6༏་gnyags 6a.8, 42b.1;gnyags blo gros 60a10༏་phya 7a.2, 14b.7, 15a.7, 17a.3, 25b.9, 28a.6, 34a.3, 34b.2, 45a.7, 49b.6, 51a.6, 56b.6, 59a.5, 66a.2, 66b.7༏་chos 9b.6, 30b.4, 32a.1, 33b.8, 41b.6, 65a.9
rgya  10a.6, 24b.8, 65a9; gangs 12a.1, 16a.3; khyung 12a.1, 41a.4; rtsang 12a.7, 14b.9, 15a.5, 22a.8, 24a.5, 24b.4, 26b.8, 27b.8, 32a.6, 35b.5, 36a.1, 41a.4, 44a.2, 45b.7, 50a.4, 59a.6, 60b.5, 63a.2, 66a.3; me 15b.7; lo 16a.5, 25b.7, 28b.9, 34a.7, 35b.8, 40a.3, 41b.4, 42a.8, 56b.4, 60b.4, 64b.8, 66b.7, 69a.6; bram ze 20a.2, 65a.9; kun 20b.9; lta tsha 33a.8; dul ba 34a.6; sur rgya 41a.3; B_(rtsang *) 41a.4; rdu 48a.5; ka ma la 48a5; stod rgya 49b6; sbas dge mthong 60a.10","mention in colophon verse of lnga rig, 'chad rtsom brtsod, pairs of topics 'gal/'brel, dgag/sgrub, rdzas chos/ldog chos",20,,,,,,"title, teachers, author",,,,,,," own scans available; see also the scans from rTsa ʼgrel gzhung bshad sogs lag bris dpe rnying par slog phyogs bsdus. MW3CN3014_BC8B0C Buddhist Digital Resource Center (BDRC), purl.bdrc.io/resource/W3CN3014. Accessed 31 May 2023. [BDRC bdr:W3CN3014] in https://library.bdrc.io/show/bdr:MW3CN3014_BC8B0C?s=q%3D%2522gTsang%2520drug%2520pa%2520rDo%2520rje%2520%2527od%2520zer%2522~1%26lg%3Dbo-x-ewts%26t%3DInstance%26f%3Dasset%2Cinc%2Ctmp%3ApossibleAccess%26f%3Dasset%2Cinc%2Ctmp%3AcatalogOnly%26n%3D3",PH,,
2_047_02,,MW1PD89084_8E429E,2,47,2,171-209,19,Madhyamaka,Madhyamaka,tsa,117,,,Mchims nam mkha’ grags ,P1060,1210-1285,dbu ma'i khrid,,,,,,Needed,no,,,Core,Important,"Have read thoroughly and made notes from ms. The themes are not overtly those of scholasticism, but the structure is scholastic, and the work is important for wider story of scholasticism. Signature reads rather 117 than 112; neither has corresponding item in Drepung dkar chag (check what KDSB editors say). Some infos in colophon, but raises questions about identity of author: composed by Nam mkha' grags, but teaching of bKra shis sgang pa. The text identifies the author as Mchims nam mkha’ grags. But evidence in the text casts some doubt on this. Whether the abbot of sNar thang or one of his students was responsible would require further investigation (JS) A number of references, but these relate to a lineage. There is no discussion of competing views or discourse around these (JS)",,0,,,ms markup completed (JS),,,author,,,,,,,,,,
2_047_03,,MW1PD89084_1D2C53,2,47,3,209-218,5,Perfection of wisdom,Prajñāpāramitā,la,518,19366,,Mchims nam mkha’ grags ,P1060,1210-1285,Shes rab kyi pha rol tu phyin paʼi sgom don rin chen spungs pa,,,,,,,,,,Discard,Discard - not pertinent,colophon explains where copy was borrowed from. Copied in 'brug gi lo ma rgyu'i zla ba'i tshes bcu from a copy borrowed from bla ma dge ba'i bshes gnyen snar thang pa bdun pa,,,done,done,Colophon,,done,"author, title. Copy place, date, scribe, lender",,,bsngags pa'i gnas dpal snar thang gi dben gnas,brug gi lo ma rgyu'i zla ba'i yar tshes bcu,btsun pa grags pa rgyal mtshan,,,SB,,
